PID,Monitored Facility,Contingency Name,lo_facility,lo_outage,Earliest,Latest
17753,LINE    138 KV  Holland-Neoga 345 l/o Newton-Casey 345 FG,LINE    345 KV  LN  2796CMPLINE DUMMY,LINE 138 KV HOLLAND-NEOGA 345,NEWTON-CASEY 345 FG,2012-06-21 10:00:00-04:00,2012-06-21 21:00:00-04:00
17754,LINE    345 KV  Holland-Neoga 345 l/o Newton-Casey 345 FG,LINE    345 KV  LN  2796CMPLINE DUMMY,LINE 345 KV HOLLAND-NEOGA 345,NEWTON-CASEY 345 FG,2012-06-21 11:00:00-04:00,2012-06-21 21:00:00-04:00
17797,Cumberland-Bush 138 KV l/o Westwood-Concord-Southeast 138 kV,Westwood-Tippecanoe Labs 138 kV,CUMBERLAND-BUSH 138 KV,WESTWOOD-CONCORD-SOUTHEAST 138 KV,2012-02-03 05:00:00-05:00,2012-06-16 21:00:00-04:00
17857,Rantoul-Rantoul Jct 138 KV l/o Rising-N Champaign-Mahomet 138 kV,Rising-N Champaign-Mahomet 138 kV,RANTOUL-RANTOUL JCT 138 KV,RISING-N CHAMPAIGN-MAHOMET 138 KV,2012-02-13 00:00:00-05:00,2012-06-06 00:00:00-04:00
17883,LINE    138 KV  Cumberland-Bush 138 kV l/o Westwood-Lafayette Cat 138 kV FG,LINE    138 KV  LAF-LAF2CMPLINE DUMMY   LINE    138 KV  LAF-PUR1CMPLINE DUMMY   LINE    138 KV  PUR-,LINE 138 KV CUMBERLAND-BUSH 138 KV,WESTWOOD-LAFAYETTE CAT 138 KV FG,2012-05-29 19:00:00-04:00,2012-05-31 10:00:00-04:00
17886,IPAVA  3345 KV  Ipava 345/138 l/o Lckprt-Kndll 345 FG,LINE    345 KV  10805   CMPLINE DUMMY,IPAVA 3345 KV IPAVA 345/138,LCKPRT-KNDLL 345 FG,2012-05-14 14:00:00-04:00,2012-05-30 18:00:00-04:00
17898,LINE    138 KV  17LTV2-Roxana 138 l/o Marktown-Inland5t 138 FG,LINE    138 KV  17M-INL1CMPLINE DUMMY,LINE 138 KV 17LTV2-ROXANA 138,MARKTOWN-INLAND5T 138 FG,2012-05-29 15:00:00-04:00,2012-05-29 17:00:00-04:00
17913,LINE    138 KV  Powerton(1352)-Lilly 138 kV l/o Kewanee-Toulon 138 kV FG,LINE    138 KV  7421    CMPLINE DUMMY,LINE 138 KV POWERTON(1352)-LILLY 138 KV,KEWANEE-TOULON 138 KV FG,2011-12-10 22:00:00-05:00,2012-05-28 16:00:00-04:00
17922,LINE    138 KV  Brokaw-N Leroy 138 kV l/o Clinton-Oreana-GooseCrk 345 kV FG,LINE    345 KV  4545    CMPLINE DUMMY   LINE    345 KV  4545   2CMPLINE DUMMY   LINE    345 KV  GOO-,LINE 138 KV BROKAW-N LEROY 138 KV,CLINTON-OREANA-GOOSECRK 345 KV FG,2012-05-26 13:00:00-04:00,2012-05-26 16:00:00-04:00
17949,LINE    138 KV  Cumberland-Bush 138 kV l/o Cayuga-Cayuga3 345 kV FG,LINE    345 KV  CAY-CAY2CMPLINE DUMMY,LINE 138 KV CUMBERLAND-BUSH 138 KV,CAYUGA-CAYUGA3 345 KV FG,2012-03-12 06:00:00-04:00,2012-05-22 07:00:00-04:00
17965,Ipava 345 kv tx l/o lckprt-kndll 345,Kendall-Lockport 345 kV,IPAVA 345 KV TX,LCKPRT-KNDLL 345,2012-05-16 05:00:00-04:00,2012-05-19 23:00:00-04:00
17970,Michigan City-Laporte l/o Dumont-stillwell,Dumont-Stillwell 345 kV,MICHIGAN CITY-LAPORTE,DUMONT-STILLWELL,2012-05-14 06:00:00-04:00,2012-05-18 05:00:00-04:00
17978,LINE    138 KV  State Line-Wolf Lake 138 l/o Burnham-Sheffield 345 kV FG,LINE    345 KV  BUR-SHE1CMPLINE DUMMY,LINE 138 KV STATE LINE-WOLF LAKE 138,BURNHAM-SHEFFIELD 345 KV FG,2012-05-15 02:00:00-04:00,2012-05-16 06:00:00-04:00
17993,Dumont2-stillwell l/o DUMONT WILTON CENTER 765KV LINE,DUMONT WILTON CENTER 765KV LINE (L11215),DUMONT2-STILLWELL,DUMONT WILTON CENTER 765 KV LINE,2011-10-12 00:00:00-04:00,2012-05-14 00:00:00-04:00
17995,LINE    138 KV  State Line-Wolf Lake 138 kV l/o Wilton Center-Dumont 765+Powerton5/Joliet7 (SPS) FG,29 JOLIE24 KV   JO-7    CMPGEN  DUMMY   29 JOLIE345 KV  BT7-8 CBCB      OPEN    29 JOLIE345 KV  L291,LINE 138 KV STATE LINE-WOLF LAKE 138 KV,WILTON CENTER-DUMONT 765+POWERTON5/JOLIET7 (SPS) FG,2012-05-12 05:00:00-04:00,2012-05-12 05:00:00-04:00
17996,LINE    138 KV  State Line-Wolf Lake 138 l/o Wilton Center-Dumont 765 kV FG,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,LINE 138 KV STATE LINE-WOLF LAKE 138,WILTON CENTER-DUMONT 765 KV FG,2011-11-21 21:00:00-05:00,2012-05-11 07:00:00-04:00
18056,LANESVL 345 KV  Lanesville 345/138 xfmr l/o Lthm-Kncd+Kncd-Pawnee+Pawnee TX+Kincd U2 FG,21 KINCA20 KV   KN-2    CMPGEN  DUMMY   LINE    345 KV  2102 1  CMPLINE DUMMY   LINE    345 KV  2106,LANESVL 345 KV LANESVILLE 345/138 XFMR,LTHM-KNCD+KNCD-PAWNEE+PAWNEE TX+KINCD U2 FG,2012-04-30 10:00:00-04:00,2012-05-04 17:00:00-04:00
18068,LINE    138 KV  Plymouth-Leesburg Tap 138 kV l/o Burr Oak-Leesburg FG,LINE    345 KV  BUR-LEE1CMPLINE DUMMY,LINE 138 KV PLYMOUTH-LEESBURG TAP 138 KV,BURR OAK-LEESBURG FG,2012-05-01 06:00:00-04:00,2012-05-04 06:00:00-04:00
18070,Plymouth-Leesburg Tap 138kv l/o Burr Oak-Leesburg,Burr Oak-Leesburg 345 kV,PLYMOUTH-LEESBURG TAP 138 KV,BURR OAK-LEESBURG,2012-05-03 00:00:00-04:00,2012-05-03 23:00:00-04:00
18105,LINE    138 KV  Kenosha-Lakeview 138 kV l/o Arcadian-Zion 345 kV FG,LINE    345 KV  2222    CMPLINE DUMMY,LINE 138 KV KENOSHA-LAKEVIEW 138 KV,ARCADIAN-ZION 345 KV FG,2012-04-02 16:00:00-04:00,2012-04-30 17:00:00-04:00
18134,LINE    345 KV  Babcock-Stillwell 345 kV l/o Wilton Center-Dumont 765 kV FG,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,LINE 345 KV BABCOCK-STILLWELL 345 KV,WILTON CENTER-DUMONT 765 KV FG,2012-04-25 06:00:00-04:00,2012-04-26 09:00:00-04:00
18163,151 WOOD-12205    12205 2   l/o Cherry Valley-Silver Lake 345 kV Line,345L15616 Cherry Valley-Silver Lake 345 kV Line,151 WOOD-12205 12205 2,CHERRY VALLEY-SILVER LAKE 345 KV LINE,2012-02-15 00:00:00-05:00,2012-04-23 23:00:00-04:00
18180,LINE    161 KV  Oak Grove-Galesburg 161 l/o Cherry Valley-Silver Lake 345 FG,LINE    345 KV  15616   CMPLINE DUMMY,LINE 161 KV OAK GROVE-GALESBURG 161,CHERRY VALLEY-SILVER LAKE 345 FG,2012-02-17 03:00:00-05:00,2012-04-22 00:00:00-04:00
18290,LINE    138 KV  Kewanee-Edwards 138 kV l/o Duck Creek-Tazewell 345 kV FG,LINE    345 KV  33161331CMPLINE DUMMY,LINE 138 KV KEWANEE-EDWARDS 138 KV,DUCK CREEK-TAZEWELL 345 KV FG,2012-03-22 13:00:00-04:00,2012-04-10 16:00:00-04:00
18299,LINE    138 KV  Lakeview-Zion 138kV l/o Zion-Arcadian 345kV FG,LINE    345 KV  2222    CMPLINE DUMMY,LINE 138 KV LAKEVIEW-ZION 138 KV,ZION-ARCADIAN 345 KV FG,2012-04-08 10:00:00-04:00,2012-04-08 15:00:00-04:00
18322,LINE    161 KV  Oak Grove-Galesburg 161 kV l/o Cordova-Nelson 345 kV FG,LINE    345 KV  15503   CMPLINE DUMMY,LINE 161 KV OAK GROVE-GALESBURG 161 KV,CORDOVA-NELSON 345 KV FG,2012-03-19 09:00:00-04:00,2012-04-03 14:00:00-04:00
18331,LINE    138 KV  Lakeview-Zion 138 l/o Pleasant Prairie-Zion 345+Arcadian-Zion 345 FG,LINE    345 KV  2221    CMPLINE DUMMY   LINE    345 KV  2222    CMPLINE DUMMY,LINE 138 KV LAKEVIEW-ZION 138,PLEASANT PRAIRIE-ZION 345+ARCADIAN-ZION 345 FG,2012-04-02 07:00:00-04:00,2012-04-02 08:00:00-04:00
18332,Burnham Munster l/o Dumont Wilton Center,DUMONT WILTON CENTER 765KV LINE (L11215),BURNHAM MUNSTER,DUMONT WILTON CENTER,2011-10-09 01:00:00-04:00,2012-04-02 04:00:00-04:00
18365,NO PANA 345 KV  Pana 345/138-kV TX l/o Kincaid-Lanesville 345 kV FG,21 KINCA345 KV  BT1-2 CBCB      OPEN    21 KINCA345 KV  BT1-3 CBCB      OPEN    LINE    345 KV  2101,NO PANA 345 KV PANA 345/138-KV TX,KINCAID-LANESVILLE 345 KV FG,2012-03-21 13:00:00-04:00,2012-03-22 18:00:00-04:00
18393,NO PANA 345 KV  Pana 345/138-kV TX l/o Kincaid-Lanesville 345 kV FG,LINE    345 KV  2101 1  CMPLINE DUMMY,NO PANA 345 KV PANA 345/138-KV TX,KINCAID-LANESVILLE 345 KV FG,2012-03-19 11:00:00-04:00,2012-03-19 11:00:00-04:00
18409,LINE    161 KV  Oak Grove-Galesburg 161 l/o Nelson-Lee County 345 FG,LINE    345 KV  15501   CMPLINE DUMMY,LINE 161 KV OAK GROVE-GALESBURG 161,NELSON-LEE COUNTY 345 FG,2012-03-17 07:00:00-04:00,2012-03-17 07:00:00-04:00
18442,LINE    345 KV  Breed-Wheatland 345 l/o Eugene-Cayuga 345 FG,LINE    345 KV  EUG-CAY1CMPLINE DUMMY,LINE 345 KV BREED-WHEATLAND 345,EUGENE-CAYUGA 345 FG,2012-03-12 06:00:00-04:00,2012-03-12 06:00:00-04:00
18444,LINE    138 KV  Rantoul Jct-Sidney 138 kV l/o Rising-N Champaign-Mahomet 138 kV FG,LINE    138 KV  1592    CMPLINE DUMMY   LINE    138 KV  1592   2CMPLINE DUMMY   LINE    138 KV  3239,LINE 138 KV RANTOUL JCT-SIDNEY 138 KV,RISING-N CHAMPAIGN-MAHOMET 138 KV FG,2012-01-02 02:00:00-05:00,2012-03-12 01:00:00-04:00
18517,WORTHING161 KV  Worthington 138/161 kV l/o Rockport-Jefferson 765 kV FG,LINE    765 KV  JEF-ROC1CMPLINE DUMMY,WORTHING161 KV WORTHINGTON 138/161 KV,ROCKPORT-JEFFERSON 765 KV FG,2012-02-29 09:00:00-05:00,2012-02-29 10:00:00-05:00
18521,LINE    345 KV  Gibson-Petersburg 345 kV l/o Gibson-Bedford 345 kV FG,LINE    345 KV  BED-GIB1CMPLINE DUMMY,LINE 345 KV GIBSON-PETERSBURG 345 KV,GIBSON-BEDFORD 345 KV FG,2012-02-27 07:00:00-05:00,2012-02-28 11:00:00-05:00
18571,Powerton Jct-Lilly 138kv l/o Duck Creek-Tazewell 345kv,Duck Creek-Tazewell (33161331) 345 Line,POWERTON JCT-LILLY 138 KV,DUCK CREEK-TAZEWELL 345 KV,2011-04-20 00:00:00-04:00,2012-02-16 23:00:00-05:00
18618,LINE    138 KV  Monticello-EWinamac 138 l/o Jefferson-Rockport 765+Jefferson 765/345 FG,JEFFERSO765 KV  .  1    CMPTRAFODUMMY   LINE    765 KV  JEF-ROC1CMPLINE DUMMY,LINE 138 KV MONTICELLO-EWINAMAC 138,JEFFERSON-ROCKPORT 765+JEFFERSON 765/345 FG,2011-12-02 22:00:00-05:00,2012-02-11 00:00:00-05:00
18631,Dune Acres-Michigan City 2 138 kV l/o Dune Acres-Michigan City 1 138 kV,Dune Acre-Michigan City #1,DUNE ACRES-MICHIGAN CITY 2 138 KV,DUNE ACRES-MICHIGAN CITY 1 138 KV,2010-11-11 00:00:00-05:00,2012-02-09 06:00:00-05:00
18640,Brokaw-Gibson 138kv l/o Kincaid-Latham-BlueMound 345kv+Latham TR1,Kincaid-Latham-BlueMound 345 + Latham TR1,BROKAW-GIBSON 138 KV,KINCAID-LATHAM-BLUEMOUND 345 KV+LATHAM TR1,2011-10-19 00:00:00-04:00,2012-02-08 05:00:00-05:00
18709,LINE    138 KV  Cumberland-Bush 138 kV l/o Westwood-Concord-Southeast 138 kV FG,LINE    138 KV  CON-LAF1CMPLINE DUMMY   LINE    138 KV  LAF-CON1CMPLINE DUMMY   LINE    138 KV  WES-,LINE 138 KV CUMBERLAND-BUSH 138 KV,WESTWOOD-CONCORD-SOUTHEAST 138 KV FG,2011-12-15 06:00:00-05:00,2012-01-23 18:00:00-05:00
18752,Monticello-EWinamac 138kV l/o Jefferson-Clifty Creek + Jefferson xfm,Jefferson-Clifty Creek + Jefferson xfmr,MONTICELLO-EWINAMAC 138 KV,JEFFERSON-CLIFTY CREEK + JEFFERSON XFM,2011-11-30 00:00:00-05:00,2012-01-12 23:00:00-05:00
18753,Bloomton-Denoisck 230 kv l/o Jefferson -Rockport 765 kv,Jefferson-Rockport (JEF-ROC1) 765 Line,BLOOMTON-DENOISCK 230 KV,JEFFERSON -ROCKPORT 765 KV,2011-12-01 23:00:00-05:00,2012-01-12 23:00:00-05:00
18755,LINE    138 KV  Bush-Lafayette 138 kV l/o Westwood-Concord SE 138 kV FG,LINE    138 KV  CON-LAF1CMPLINE DUMMY   LINE    138 KV  LAF-CON1CMPLINE DUMMY   LINE    138 KV  WES-,LINE 138 KV BUSH-LAFAYETTE 138 KV,WESTWOOD-CONCORD SE 138 KV FG,2012-01-12 20:00:00-05:00,2012-01-12 20:00:00-05:00
18813,Miami Fort - Hebron 138kv l/o Tanners Creek-Dearborn 345kv,Dearborn-Tanners Creek 345 kV ckt 1,MIAMI FORT - HEBRON 138 KV,TANNERS CREEK-DEARBORN 345 KV,2011-11-22 00:00:00-05:00,2011-12-31 23:00:00-05:00
18819,LINE    138 KV  Wolf Lake-Sheffield 138 kV l/o Dumont-Wilton Center 765 kV FG,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,LINE 138 KV WOLF LAKE-SHEFFIELD 138 KV,DUMONT-WILTON CENTER 765 KV FG,2011-12-29 10:00:00-05:00,2011-12-29 21:00:00-05:00
18822,LINE    345 KV  Babcock-Stillwell 345 kV l/o Wilton Center-Dumont 765+Powerton 5/Joliet (SPS) FG,29 JOLIE24 KV   JO-7    CMPGEN  DUMMY   3 POWERT24 KV   PO-5    CMPGEN  DUMMY   LINE    765 KV  DUM-,LINE 345 KV BABCOCK-STILLWELL 345 KV,WILTON CENTER-DUMONT 765+POWERTON 5/JOLIET (SPS) FG,2011-12-29 10:00:00-05:00,2011-12-29 12:00:00-05:00
18826,LINE    138 KV  Michigan Cty-Laporte l/o Wilton Center-Dumont 765+Powerton 5/Joliet 7 (SPS) FG,29 JOLIE24 KV   JO-7    CMPGEN  DUMMY   3 POWERT24 KV   PO-5    CMPGEN  DUMMY   LINE    765 KV  DUM-,LINE 138 KV MICHIGAN CTY-LAPORTE,WILTON CENTER-DUMONT 765+POWERTON 5/JOLIET 7 (SPS) FG,2011-12-27 09:00:00-05:00,2011-12-28 06:00:00-05:00
18832,Crete-StJohn B 345 KV l/o 112_Wilton-23_Collins 765 kv line & Wilton TR93,112_Wilton - 23_Collins 765 kV line & Wilton TR93,CRETE-STJOHN B 345 KV,112_WILTON-23_COLLINS 765 KV LINE & WILTON TR93,2011-12-02 00:00:00-05:00,2011-12-24 23:00:00-05:00
18834,Burnham-Sheffild B 345 KV l/o DUMONT WILTON CENTER 765KV LINE (L11215),DUMONT WILTON CENTER 765KV LINE (L11215),BURNHAM-SHEFFILD B 345 KV,DUMONT WILTON CENTER 765 KV LINE (L11215),2010-10-02 00:00:00-04:00,2011-12-24 21:00:00-05:00
18860,NO PANA 345 KV  Pana 345/138-kV TX l/o Kincaid-Pawnee 345 kV FG,LINE    345 KV  2106    CMPLINE DUMMY,NO PANA 345 KV PANA 345/138-KV TX,KINCAID-PAWNEE 345 KV FG,2011-12-19 16:00:00-05:00,2011-12-19 17:00:00-05:00
18864,LINE    138 KV  Dune Acres-Michigan City 1 138 kV l/o Dune Acres-Michigan City 2 138 k FG,LINE    138 KV  DUN-MIC2CMPLINE DUMMY,LINE 138 KV DUNE ACRES-MICHIGAN CITY 1 138 KV,DUNE ACRES-MICHIGAN CITY 2 138 K FG,2011-11-18 20:00:00-05:00,2011-12-19 07:00:00-05:00
18896,Sheffield-Marktown 138 kV l/o Sheffield -Amoco 138 kv,Sheffield-Amoco  138 kV,SHEFFIELD-MARKTOWN 138 KV,SHEFFIELD -AMOCO 138 KV,2011-11-25 09:00:00-05:00,2011-12-15 05:00:00-05:00
18899,LINE    230 KV  New London-Kokomo 230 l/o Jefferson-Rockport 765+Jefferson 765/345 FG,JEFFERSO765 KV  .  1    CMPTRAFODUMMY   LINE    765 KV  JEF-ROC1CMPLINE DUMMY,LINE 230 KV NEW LONDON-KOKOMO 230,JEFFERSON-ROCKPORT 765+JEFFERSON 765/345 FG,2011-12-14 07:00:00-05:00,2011-12-14 22:00:00-05:00
18925,LINE    138 KV  Dune Acres-Michigan City 2 138 kV l/o Dune Acres-Michigan City 1 138 k FG,LINE    345 KV  DUN-MIC1CMPLINE DUMMY,LINE 138 KV DUNE ACRES-MICHIGAN CITY 2 138 KV,DUNE ACRES-MICHIGAN CITY 1 138 K FG,2011-11-17 12:00:00-05:00,2011-12-13 07:00:00-05:00
18939,LANESVL 345 KV  Lanesville 345/138-kV TX l/o Kincd-Lathm-Blue Mnd+Kincd-Pawnee+Latham TR1 FG,LATHAM  345 KV  45TR1   CMPTRAFODUMMY   LINE    345 KV  2102 1  CMPLINE DUMMY   LINE    345 KV  2102,LANESVL 345 KV LANESVILLE 345/138-KV TX,KINCD-LATHM-BLUE MND+KINCD-PAWNEE+LATHAM TR1 FG,2011-11-29 13:00:00-05:00,2011-12-10 00:00:00-05:00
18958,LINE    138 KV  Miami Fort-Hebron 138 kv l/o Tanners Creek-Dearborn 345 kV FG,LINE    345 KV  TAN-DEA1CMPLINE DUMMY,LINE 138 KV MIAMI FORT-HEBRON 138 KV,TANNERS CREEK-DEARBORN 345 KV FG,2011-11-17 09:00:00-05:00,2011-12-07 17:00:00-05:00
18967,LINE    230 KV  Bloomton-Denoisck 230 kV l/o Jefferson-Rockport 765 kV FG,LINE    765 KV  JEF-ROC1CMPLINE DUMMY,LINE 230 KV BLOOMTON-DENOISCK 230 KV,JEFFERSON-ROCKPORT 765 KV FG,2011-11-29 16:00:00-05:00,2011-12-06 17:00:00-05:00
18970,LINE    345 KV  Burnham-Munster 345 kV l/o E. Frankfort-Crete 345 kV FG,LINE    345 KV  6607    CMPLINE DUMMY,LINE 345 KV BURNHAM-MUNSTER 345 KV,E. FRANKFORT-CRETE 345 KV FG,2011-12-05 23:00:00-05:00,2011-12-06 06:00:00-05:00
18989,LINE    138 KV  Roxana-Praxair 1 138 kV l/o Wilton Center-Dumont 765 kV FG,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,LINE 138 KV ROXANA-PRAXAIR 1 138 KV,WILTON CENTER-DUMONT 765 KV FG,2011-12-02 16:00:00-05:00,2011-12-03 06:00:00-05:00
18993,LINE    138 KV  State Line-Roxanna 138 kV l/o Wilton Center-Dumont 765 kV FG,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,LINE 138 KV STATE LINE-ROXANNA 138 KV,WILTON CENTER-DUMONT 765 KV FG,2011-11-28 21:00:00-05:00,2011-12-02 16:00:00-05:00
18997,LINE    138 KV  Miami Fort-Hebron 138 kV l/o Eastbend-Terminal 345kV FG,LINE    345 KV  EBE-TER1CMPLINE DUMMY,LINE 138 KV MIAMI FORT-HEBRON 138 KV,EASTBEND-TERMINAL 345 KV FG,2011-12-01 09:00:00-05:00,2011-12-01 19:00:00-05:00
19007,LINE    138 KV  Monticello-EWinamac 138kV l/o Jefferson-Clifty Creek + Jefferson xfm FG,JEFFERSO765 KV  .  1    CMPTRAFODUMMY   LINE    345 KV  JEF-CLI1CMPLINE DUMMY,LINE 138 KV MONTICELLO-EWINAMAC 138 KV,JEFFERSON-CLIFTY CREEK + JEFFERSON XFM FG,2011-11-28 09:00:00-05:00,2011-11-30 00:00:00-05:00
19015,LINE    345 KV  Clifty Creek-Dearborn 1 345 kV l/o Hanging Rock-Jefferson 765 kV FG,LINE    765 KV  HAN-JEF1CMPLINE DUMMY,LINE 345 KV CLIFTY CREEK-DEARBORN 1 345 KV,HANGING ROCK-JEFFERSON 765 KV FG,2011-11-29 13:00:00-05:00,2011-11-29 13:00:00-05:00
19016,STILLWEL345 KV  Stillwell 345 kV xfmr l/o Stillwell-Dumont 345 kV FG,LINE    345 KV  DUM-STI1CMPLINE DUMMY,STILLWEL345 KV STILLWELL 345 KV XFMR,STILLWELL-DUMONT 345 KV FG,2011-11-28 09:00:00-05:00,2011-11-29 10:00:00-05:00
19034,LINE    138 KV  Monticello-East Winamac 138 kV l/o Schahfer-Burr Oak 345 kV FG,LINE    345 KV  TAN-DEA1CMPLINE DUMMY,LINE 138 KV MONTICELLO-EAST WINAMAC 138 KV,SCHAHFER-BURR OAK 345 KV FG,2011-11-22 13:00:00-05:00,2011-11-22 22:00:00-05:00
19080,LINE    500 KV  Volunteer-Phipps Bend 500 kV l/o Conasauga-Nosteller 500 kV FG,LINE    500 KV  32134A  CMPLINE DUMMY,LINE 500 KV VOLUNTEER-PHIPPS BEND 500 KV,CONASAUGA-NOSTELLER 500 KV FG,2011-11-11 15:00:00-05:00,2011-11-17 22:00:00-05:00
19083,LANESVL 345 KV  Lanesville 345/138 xfmr l/o Lthm-Kncd+Kncd-Pawnee+Pawnee TX+Kincd U2 FG,21 KINCA20 KV   KN-2    CMPGEN  DUMMY   PAWNEE  345 KV  T 131462CMPTRAFODUMMY   LINE    345 KV  2106,LANESVL 345 KV LANESVILLE 345/138 XFMR,LTHM-KNCD+KNCD-PAWNEE+PAWNEE TX+KINCD U2 FG,2011-11-17 13:00:00-05:00,2011-11-17 18:00:00-05:00
19095,LANESVL 345 KV  Lanesville 345/138-kV TX l/o Kincd-Lathm-Blue Mnd+Kincd-Pawnee+Latham TR1 FG,LINE    345 KV  2106    CMPLINE DUMMY   LINE    345 KV  2102 N  CMPLINE DUMMY   LINE    345 KV  2102,LANESVL 345 KV LANESVILLE 345/138-KV TX,KINCD-LATHM-BLUE MND+KINCD-PAWNEE+LATHAM TR1 FG,2011-11-16 18:00:00-05:00,2011-11-16 19:00:00-05:00
19132,LINE    138 KV  Monticello-EWinamac 138kV l/o Jefferson-Clifty Creek + Jefferson xfm FG,LINE    345 KV  JEF-CLI1CMPLINE DUMMY   JEFFERSO765 KV  .  1    CMPTRAFODUMMY,LINE 138 KV MONTICELLO-EWINAMAC 138 KV,JEFFERSON-CLIFTY CREEK + JEFFERSON XFM FG,2011-11-11 12:00:00-05:00,2011-11-11 14:00:00-05:00
19135,LINE    345 KV  Petersburg-Francesc 345kV l/o Rockport-Jefferson 765 kV FG,LINE    765 KV  JEF-ROC1CMPLINE DUMMY,LINE 345 KV PETERSBURG-FRANCESC 345 KV,ROCKPORT-JEFFERSON 765 KV FG,2011-11-11 09:00:00-05:00,2011-11-11 12:00:00-05:00
19140,POWERTON JCT-LILLY 138 KV L/O DUCK CREEK-TAZEWELL 345 KV,LINE    345 KV  33161331CMPLINE DUMMY,POWERTON JCT-LILLY 138 KV,DUCK CREEK-TAZEWELL 345 KV,2010-01-15 23:00:00-05:00,2011-11-10 18:00:00-05:00
19143,MONTICELLO-EAST WINAMAC 138 KV L/O SCHAHFER-BURR OAK 345 KV,LINE    345 KV  BUR-SCH1CMPLINE DUMMY,MONTICELLO-EAST WINAMAC 138 KV,SCHAHFER-BURR OAK 345 KV,2011-03-12 12:00:00-05:00,2011-11-10 17:00:00-05:00
19144,OAK GROVE-GALESBURG 161KV L/O NELSON-ELECTRIC JUNCTION 345KV,LINE    345 KV  15502   CMPLINE DUMMY,OAK GROVE-GALESBURG 161 KV,NELSON-ELECTRIC JUNCTION 345 KV,2010-01-07 03:00:00-05:00,2011-11-10 16:00:00-05:00
19149,PRAIRIE STATE-W MT VERNON 345 KV L/O ST FRANCIS-LUTESVILLE 345 KV,LINE    345 KV  30974317CMPLINE DUMMY,PRAIRIE STATE-W MT VERNON 345 KV,ST FRANCIS-LUTESVILLE 345 KV,2011-10-28 23:00:00-04:00,2011-11-09 17:00:00-05:00
19150,BENTON HARBOR-PALISADES 345 KV L/O COOK-PALISADES 345 KV,LINE    345 KV  DCC-PAL CMPLINE DUMMY,BENTON HARBOR-PALISADES 345 KV,COOK-PALISADES 345 KV,2010-03-26 00:00:00-04:00,2011-11-09 14:00:00-05:00
19165,NEW LONDON-KOKOMO HP 230 KV L/O JEFFERSON-ROCKPORT 765 KV,LINE    765 KV  JEF-ROC1CMPLINE DUMMY,NEW LONDON-KOKOMO HP 230 KV,JEFFERSON-ROCKPORT 765 KV,2011-11-08 06:00:00-05:00,2011-11-08 07:00:00-05:00
19172,CUMBERLAND-BUSH 138 KV L/O WESTWOOD-CONCORD-SOUTHEAST 138 KV,LINE    138 KV  CON-LAF1CMPLINE DUMMY   LINE    138 KV  LAF-CON1CMPLINE DUMMY   LINE    138 KV  WES-,CUMBERLAND-BUSH 138 KV,WESTWOOD-CONCORD-SOUTHEAST 138 KV,2010-05-13 10:00:00-04:00,2011-11-06 12:00:00-05:00
19178,BROKAW-GIBSON (CORNBELT) 138 KV L/O PONTIAC-BLUE MOUND 345 KV,LINE    345 KV  8002    CMPLINE DUMMY,BROKAW-GIBSON (CORNBELT) 138 KV,PONTIAC-BLUE MOUND 345 KV,2011-10-30 10:00:00-04:00,2011-11-05 19:00:00-04:00
19182,BROKAW-GIBSON (CORNBELT) 138 KV L/O 2102 LINE+KINCAID-PAWNEE 345+LATHAM TR1,LATHAM  345 KV  45TR1   CMPTRAFODUMMY   LINE    345 KV  2102 1  CMPLINE DUMMY   LINE    345 KV  2102,BROKAW-GIBSON (CORNBELT) 138 KV,2102 LINE+KINCAID-PAWNEE 345+LATHAM TR1,2011-10-24 21:00:00-04:00,2011-11-04 21:00:00-04:00
19189,PRAIRIE STATE-W MT VERNON 345 KV L/O COFFEEN-ROXFORD 345 KV,LINE    345 KV  30395322CMPLINE DUMMY,PRAIRIE STATE-W MT VERNON 345 KV,COFFEEN-ROXFORD 345 KV,2011-04-18 02:00:00-04:00,2011-11-04 13:00:00-04:00
19194,WHITESTOWN-GUION 345 L/O FALL CREEK 345/138-KV TX,FALLCREE345 KV  .  1    CMPTRAFODUMMY,WHITESTOWN-GUION 345,FALL CREEK 345/138-KV TX,2010-11-03 08:00:00-04:00,2011-11-04 07:00:00-04:00
19198,STILLWELL 345/138 KV L/O SCHAHFER-BURR OAK 345 KV,LINE    345 KV  BUR-SCH1CMPLINE DUMMY,STILLWELL 345/138 KV,SCHAHFER-BURR OAK 345 KV,2011-10-27 10:00:00-04:00,2011-11-03 16:00:00-04:00
19209,Stillwell 345/138 kv l/o Schaffer-Burr Oak 345,Schahfer-Burr Oak 345,STILLWELL 345/138 KV,SCHAFFER-BURR OAK 345,2011-10-29 00:00:00-04:00,2011-11-02 21:00:00-04:00
19221,NUCOR-WHITESTOWN 345 KV L/O ROCKPORT-JEFFERSON 765 KV,LINE    765 KV  JEF-ROC1CMPLINE DUMMY,NUCOR-WHITESTOWN 345 KV,ROCKPORT-JEFFERSON 765 KV,2010-07-23 13:00:00-04:00,2011-11-01 09:00:00-04:00
